student_id,lms_logins_weekly,login_trend_slope,avg_assignment_delay_days,attendance_percent,attendance_trend,sentiment_score,study_session_variability,burnout_risk_level,dropout_probability
379,21,0.236,3.37,86.26,-0.111,0.089,0.328,Low,0.179
380,9,-0.621,3.06,93.7,0.726,1.0,0.219,Low,0.128
381,9,0.126,1.91,73.59,-1.524,-0.133,0.423,Low,0.269
382,10,0.141,2.84,91.11,-4.618,1.0,0.094,Low,0.054
383,4,-0.533,5.17,82.75,0.198,0.624,0.164,Low,0.199
384,10,0.158,1.42,89.14,-1.576,0.398,0.239,Low,0.121
385,9,-0.486,1.33,81.86,-1.568,0.574,0.5,Low,0.205
386,13,-0.323,3.61,92.96,-0.709,0.207,0.362,Low,0.187
387,13,-0.549,2.18,82.24,-0.267,0.843,0.421,Low,0.184
388,20,-1.146,0.18,65.16,-0.018,0.483,0.428,Medium,0.335
389,16,0.117,5.57,94.52,-1.768,-0.632,0.485,Medium,0.372
390,10,0.468,0.08,70.52,-0.44,0.348,0.292,Low,0.186
391,8,0.412,3.45,92.53,-3.515,0.592,0.371,Low,0.113
392,14,0.656,3.56,79.1,0.622,0.055,0.343,Low,0.209
393,7,0.259,7.65,91.76,-5.713,0.263,0.491,Low,0.181
394,19,-0.426,0.14,91.35,-0.579,-0.106,0.239,Medium,0.226
395,17,0.672,2.27,84.3,1.838,-0.489,0.172,Medium,0.321
396,10,-1.086,1.4,85.09,-2.119,-0.575,0.058,Medium,0.456
397,5,-0.721,1.0,84.23,1.433,-0.569,0.242,Medium,0.426
398,17,-0.771,0.24,59.86,2.311,0.535,0.172,Low,0.285
399,12,0.864,2.07,81.18,-6.616,-1.0,0.282,Medium,0.49
400,17,0.754,1.63,68.84,-0.303,-0.133,0.072,Low,0.256
401,6,0.39,0.28,81.71,-5.752,-0.183,0.064,Low,0.219
402,10,0.858,2.37,68.57,-0.236,0.059,0.119,Low,0.22
403,12,-0.703,3.35,68.15,-0.014,-0.728,0.606,High,0.568
404,12,0.279,3.64,96.05,-4.965,0.402,0.214,Low,0.109
405,10,-0.1,5.89,90.69,3.85,-0.437,0.281,Medium,0.325
406,14,0.678,1.32,79.96,0.572,0.766,0.479,Low,0.135
407,8,-0.092,7.65,81.85,-1.698,-0.111,0.297,Medium,0.269
408,11,-0.308,5.01,77.52,2.931,0.152,0.293,Medium,0.245
409,12,0.433,0.88,85.7,-3.591,0.202,0.126,Low,0.14
410,14,0.701,0.43,73.24,-2.458,0.322,0.536,Low,0.2
411,15,-0.535,1.43,89.94,-4.599,0.219,0.165,Low,0.192
412,8,-0.049,1.28,77.47,3.602,-0.014,0.158,Low,0.202
413,6,-0.847,2.14,75.8,0.665,0.372,0.34,Medium,0.279
414,17,-1.998,2.19,80.22,1.319,0.433,0.411,High,0.397
415,13,0.16,3.47,74.09,0.602,-0.183,0.225,Low,0.276
416,9,0.487,1.78,83.29,1.148,0.413,0.128,Low,0.133
417,18,0.21,0.28,74.63,0.156,0.796,0.168,Low,0.12
418,12,-1.56,4.88,84.69,0.542,0.553,0.239,Medium,0.322
419,17,-0.281,0.93,92.16,0.215,0.666,0.334,Low,0.122
420,12,-1.775,8.88,72.81,-1.217,0.286,0.16,High,0.43
421,20,1.096,0.31,78.69,-0.093,-0.268,0.836,Medium,0.314
422,19,-0.869,7.94,84.61,0.547,-0.205,0.58,Medium,0.401
423,11,1.004,0.24,75.64,0.221,0.36,0.257,Low,0.165
424,16,0.757,0.66,84.64,-2.956,0.671,0.126,Low,0.097
425,15,-0.72,0.12,85.55,-2.69,1.0,0.108,Low,0.141
426,17,-0.906,3.05,90.83,2.166,0.691,0.578,Medium,0.228
427,8,0.28,4.75,73.94,-0.614,-0.385,0.371,Medium,0.355
428,15,-0.675,1.42,70.57,1.169,-0.184,0.07,Medium,0.342
429,16,0.082,6.6,76.92,-2.184,1.0,0.409,Low,0.148
430,5,-0.386,2.23,70.32,-2.946,0.093,0.106,Low,0.254
431,7,-1.425,2.49,85.64,-1.687,0.224,0.151,Medium,0.314
432,4,-1.784,4.67,68.38,-0.445,-0.28,0.394,High,0.55
433,11,0.181,0.88,100.0,-1.33,0.983,0.222,Low,0.024
434,15,-0.449,1.09,92.96,2.588,0.45,0.549,Low,0.178
435,18,-0.442,5.91,80.13,0.359,-0.187,0.435,Medium,0.338
436,12,0.557,5.78,88.67,3.698,-0.297,0.301,Medium,0.28
437,19,0.939,9.38,63.63,0.809,0.354,0.067,Low,0.245
438,6,-0.218,5.8,100.0,-4.825,0.222,0.22,Low,0.151
439,5,-0.272,0.34,74.1,2.112,0.616,0.138,Low,0.169
440,12,0.4,4.34,78.8,-3.019,0.473,0.215,Low,0.164
441,14,-1.086,1.32,61.44,0.461,0.068,0.414,Medium,0.386
442,12,0.179,10.0,84.86,-1.549,-0.072,0.283,Medium,0.249
443,4,0.442,1.6,68.94,4.285,0.12,0.183,Low,0.213
444,12,0.544,2.02,81.02,2.879,-0.075,0.185,Low,0.209
445,7,-1.549,1.89,74.56,-1.484,0.135,0.117,Medium,0.369
446,15,-0.609,0.97,69.22,-0.255,0.208,0.15,Medium,0.268
447,13,-0.703,0.19,71.96,0.489,-0.249,0.31,Medium,0.372
448,8,0.08,5.65,82.26,1.727,0.515,0.396,Low,0.17
449,10,0.385,4.06,67.19,0.058,0.015,0.173,Low,0.243
450,8,1.197,0.38,72.51,-2.05,-0.221,0.393,Low,0.288
451,12,-0.396,3.75,86.63,-1.435,0.024,0.247,Medium,0.226
452,16,-0.398,2.46,100.0,-0.009,0.321,0.506,Low,0.165
453,8,0.92,1.32,84.78,2.469,0.242,0.354,Low,0.16
454,14,0.237,0.73,70.83,0.856,0.411,0.305,Low,0.183
455,10,1.014,4.91,76.33,-1.547,0.649,0.338,Low,0.168
456,9,0.231,3.01,80.32,1.297,0.852,0.406,Low,0.13
457,12,-0.926,1.98,76.51,-0.774,0.343,0.191,Medium,0.276
458,8,-1.067,2.35,89.03,1.781,-0.335,0.588,Medium,0.415
459,10,-1.241,0.24,82.17,5.054,0.065,0.131,Medium,0.306
460,7,0.53,1.61,89.08,-0.718,-0.302,0.342,Low,0.259
461,20,0.951,0.54,76.86,1.603,1.0,0.353,Low,0.109
462,12,1.479,0.58,93.26,-1.491,1.0,0.416,Low,0.058
463,9,0.674,2.71,78.34,-0.225,0.525,0.092,Low,0.142
464,13,0.93,6.06,70.29,0.059,0.629,0.673,Low,0.223
465,12,-0.464,1.29,100.0,-0.387,0.325,0.15,Low,0.138
466,11,-0.925,0.58,61.75,4.926,0.383,0.383,Medium,0.329
467,14,0.68,2.62,72.61,-0.613,-0.599,0.334,Medium,0.408
468,15,0.334,5.12,73.73,1.174,0.163,0.406,Low,0.231
469,10,0.086,3.45,100.0,-3.86,-0.241,0.251,Low,0.207
470,10,0.31,5.08,98.07,0.864,0.341,0.085,Low,0.106
471,11,0.259,1.92,94.94,2.284,0.17,0.408,Low,0.14
472,3,1.027,3.48,76.69,-1.055,1.0,0.268,Low,0.12
473,6,1.036,0.38,100.0,-5.02,0.658,0.296,Low,0.058
474,17,0.435,1.07,83.68,-0.077,0.342,0.046,Low,0.128
475,19,0.677,1.23,89.77,0.034,0.067,0.653,Low,0.182
476,11,0.411,1.79,81.8,1.448,1.0,0.12,Low,0.081
477,14,-0.369,6.62,79.51,4.022,0.185,0.153,Medium,0.241
478,13,0.605,5.18,77.48,-0.76,0.366,0.304,Low,0.191
479,24,-1.116,0.36,77.9,-1.713,0.221,0.35,Medium,0.308
480,16,0.843,0.47,86.08,-2.334,-0.002,0.442,Low,0.181
481,11,-0.956,1.11,83.67,0.396,0.218,0.114,Medium,0.257
482,8,0.229,0.86,79.69,0.959,-0.781,0.668,Medium,0.453
483,6,-0.676,2.38,95.1,-1.091,-0.574,0.21,Medium,0.391
484,13,0.443,5.83,50.33,1.557,0.375,0.383,Low,0.292
485,9,-0.027,8.19,85.1,0.931,0.984,0.187,Low,0.117
486,6,-1.276,2.65,87.18,0.086,0.374,0.537,Medium,0.308
487,9,0.337,4.55,91.47,-1.805,-0.16,0.181,Low,0.213
488,8,-0.462,1.86,79.35,-0.964,-0.521,0.22,Medium,0.402
489,19,0.705,0.58,82.08,-4.86,0.592,0.457,Low,0.139
490,16,0.001,1.86,89.86,0.472,-0.084,0.514,Low,0.206
491,12,0.316,2.02,94.91,0.053,0.522,0.394,Low,0.105
492,18,-0.766,3.39,76.99,0.377,0.395,0.265,Medium,0.265
493,12,-0.471,0.62,82.67,1.009,0.439,0.275,Low,0.192
494,9,-0.367,1.15,96.79,0.772,0.217,0.471,Low,0.172
495,18,0.685,1.13,58.76,-0.221,0.392,0.514,Low,0.244
496,14,1.342,8.01,73.1,0.097,0.14,0.149,Low,0.232
497,8,-0.644,1.47,94.66,-2.809,-0.118,0.063,Medium,0.237
498,11,0.861,3.52,90.93,-1.167,-0.282,0.086,Low,0.238
499,8,-1.736,3.47,85.22,0.101,-0.993,0.49,High,0.7
500,6,-0.955,0.77,75.51,-1.472,0.109,0.256,Medium,0.304
501,16,-0.767,2.12,71.18,1.72,0.96,0.189,Low,0.217
502,20,-1.082,5.62,74.09,-1.317,0.565,0.172,Medium,0.301
503,6,-1.267,1.61,95.48,0.433,0.314,0.597,Medium,0.284
504,14,0.33,7.26,73.72,0.233,-0.167,0.505,Medium,0.316
505,9,-0.171,0.6,81.01,1.493,0.699,0.289,Low,0.139
506,10,0.304,0.19,72.46,1.802,0.14,0.413,Low,0.209
507,10,0.552,5.55,88.43,1.388,0.987,0.357,Low,0.1
508,9,0.212,4.7,74.61,-4.212,-0.291,0.201,Medium,0.311
509,12,0.526,10.0,79.02,2.388,-0.175,0.351,Medium,0.304
510,9,-0.056,2.84,63.17,3.055,-0.224,0.236,Low,0.329
511,13,-0.95,6.9,63.87,-0.964,-0.541,0.508,High,0.568
512,12,0.846,4.39,80.08,0.473,-0.269,0.304,Medium,0.293
513,11,-0.471,4.65,66.75,-1.782,0.252,0.355,Medium,0.294
514,8,-0.748,2.1,100.0,-3.897,-0.156,0.252,Medium,0.261
515,10,-0.142,1.2,59.38,-1.477,-1.0,0.307,Medium,0.578
516,15,-0.73,6.82,72.0,-1.08,0.737,0.408,Medium,0.276
517,14,-0.334,1.41,80.17,-0.71,-0.642,0.297,Medium,0.424
518,8,0.275,1.93,76.35,-1.918,0.495,0.465,Low,0.176
519,12,0.279,1.48,68.96,-1.467,0.216,0.4,Low,0.22
520,15,-0.718,2.08,70.42,-0.022,1.0,0.355,Low,0.223
521,5,-0.39,1.59,70.09,-1.54,0.698,0.28,Low,0.206
522,14,0.859,0.12,77.13,1.087,-0.052,0.327,Low,0.215
523,9,0.397,5.34,99.52,1.363,-0.151,0.389,Low,0.204
524,14,1.66,1.47,80.78,4.761,0.951,0.133,Low,0.089
525,9,0.944,2.22,91.83,2.251,-0.538,0.198,Medium,0.312
526,5,0.915,0.37,85.07,0.486,0.295,0.088,Low,0.127
527,5,-1.11,0.01,91.14,-1.241,0.134,0.353,Medium,0.269
528,12,0.611,0.7,52.0,0.587,0.028,0.21,Low,0.277
529,13,-0.042,3.05,76.96,0.653,0.377,0.154,Low,0.172
530,8,-0.441,0.26,93.07,-1.027,0.295,0.252,Low,0.163
531,15,0.134,5.99,74.28,1.567,0.429,0.109,Low,0.185
532,5,0.756,0.61,97.62,-2.796,0.269,0.101,Low,0.09
533,12,0.401,0.57,94.84,-0.489,0.409,0.182,Low,0.092
534,7,-0.703,0.5,75.31,1.112,0.247,0.173,Medium,0.254
535,9,0.594,0.04,74.97,-0.575,-0.13,0.333,Low,0.246
536,12,-0.51,3.69,69.86,-0.414,0.202,0.077,Low,0.265
537,9,0.173,5.2,73.7,-0.276,-0.157,0.283,Low,0.284
538,10,-0.243,2.38,67.67,-1.671,-0.19,0.069,Low,0.309
539,16,-0.175,0.52,84.29,2.348,0.032,0.512,Low,0.209
540,10,0.613,0.84,65.44,-2.036,0.14,0.181,Low,0.219
541,15,-0.832,1.62,86.04,0.636,0.218,0.188,Medium,0.243
542,7,1.556,7.72,86.28,0.827,0.658,0.487,Low,0.162
543,14,-1.457,0.71,63.39,-1.897,-0.049,0.091,Medium,0.415
544,18,-0.478,3.29,95.5,0.146,0.298,0.351,Low,0.184
545,2,0.296,1.45,85.14,-1.819,0.259,0.564,Low,0.174
546,9,0.467,0.88,87.5,2.782,-0.104,0.249,Low,0.194
547,14,-0.08,1.52,72.41,-2.278,0.237,0.138,Low,0.196
548,11,-0.046,0.18,86.22,-1.308,0.701,0.113,Low,0.091
549,13,0.328,4.01,91.26,-2.448,0.293,0.335,Low,0.147
550,10,-0.185,0.7,79.01,-2.715,0.313,0.244,Low,0.182
551,12,1.115,3.23,100.0,3.182,-0.153,0.032,Low,0.163
552,11,0.671,0.18,80.44,1.086,1.0,0.29,Low,0.09
553,17,0.698,7.76,91.41,0.281,-0.124,0.301,Medium,0.23
554,13,-0.773,0.54,82.93,-1.313,-0.634,0.175,Medium,0.448
555,13,-0.064,5.36,85.86,1.815,0.63,0.421,Low,0.154
556,10,-0.24,4.14,63.29,-1.648,0.143,0.018,Low,0.26
557,10,-0.804,8.59,83.71,1.587,0.048,0.346,Medium,0.316
558,10,0.288,1.62,72.65,-1.745,-0.073,0.427,Low,0.253
559,14,-0.43,3.25,71.54,-1.289,1.0,0.485,Low,0.202
560,10,0.524,1.16,97.44,1.517,0.377,0.348,Low,0.102
561,13,-0.856,0.51,77.86,1.728,0.475,0.213,Medium,0.244
562,20,1.375,1.46,69.97,1.195,0.281,0.279,Low,0.201
563,15,-0.717,0.45,76.41,-2.099,0.335,0.129,Low,0.24
564,11,0.175,10.0,67.0,-0.893,0.899,0.179,Low,0.193
565,17,0.633,0.25,94.34,0.314,0.075,0.191,Low,0.125
566,10,-0.457,2.22,73.04,-1.699,-0.528,0.336,Medium,0.436
567,4,0.682,2.46,85.29,2.742,0.634,0.046,Low,0.103
568,8,-0.983,1.93,93.56,-4.804,0.448,0.304,Medium,0.223
569,5,1.162,2.71,75.0,-1.557,0.254,0.174,Low,0.186
570,11,0.011,0.31,85.32,-1.019,0.435,0.53,Low,0.147
571,12,-0.477,2.02,69.7,-5.688,0.015,0.34,Medium,0.291
572,19,-0.239,0.85,100.0,-2.792,0.21,0.066,Low,0.114
573,13,0.647,7.04,89.36,1.251,0.134,0.328,Low,0.186
574,11,-0.468,3.59,78.07,0.061,-0.096,0.443,Medium,0.308
575,15,-0.599,8.99,72.27,3.146,0.795,0.306,Medium,0.259
576,3,-0.177,0.1,78.86,3.09,-0.506,0.197,Medium,0.354
577,13,-0.942,0.84,76.6,0.866,1.0,0.327,Low,0.218
578,15,1.456,0.54,99.53,0.626,0.639,0.415,Low,0.072
579,6,-0.453,0.03,67.74,0.132,-0.689,0.724,Medium,0.518
580,17,0.665,0.69,81.35,-5.31,0.088,0.496,Low,0.193
581,13,0.168,2.84,79.82,-2.789,0.116,0.394,Low,0.2
582,10,-0.788,0.66,78.83,0.201,0.396,0.293,Medium,0.248
583,15,-0.005,1.78,78.91,1.232,-0.295,0.094,Low,0.273
584,21,0.627,5.47,78.84,0.579,0.216,0.332,Low,0.205
585,13,-0.151,2.96,88.73,-1.785,0.139,0.2,Low,0.171
586,13,0.954,1.25,86.09,1.875,-0.169,0.477,Low,0.238
587,10,0.817,1.16,84.19,2.965,-0.238,0.146,Low,0.239
588,9,0.735,1.52,50.0,1.876,0.659,0.313,Low,0.235
589,15,-0.368,0.49,83.0,1.979,-0.648,0.53,Medium,0.432
590,9,-0.864,2.51,63.44,-1.118,0.439,0.301,Medium,0.316
591,12,-0.491,1.13,86.46,2.152,0.599,0.462,Low,0.184
592,10,0.157,4.78,94.74,0.292,0.091,0.396,Low,0.164
593,14,0.437,3.53,70.74,1.023,0.226,0.692,Low,0.248
594,13,-1.737,2.36,77.38,0.731,0.782,0.232,Medium,0.33
595,16,-0.006,1.13,74.01,-0.243,-0.152,0.085,Low,0.243
596,10,0.126,0.59,92.35,-1.72,-0.101,0.102,Low,0.164
597,11,-0.222,3.74,80.95,-0.164,-0.048,0.08,Low,0.229
598,8,1.033,1.67,97.28,1.974,0.783,0.203,Low,0.055
599,10,0.337,0.64,84.14,-0.883,0.846,0.32,Low,0.097
600,14,1.048,0.54,82.42,1.787,-0.498,0.34,Medium,0.333
601,15,-0.173,0.45,80.68,1.474,0.703,0.316,Low,0.141
602,8,0.75,3.75,88.18,-0.598,0.609,0.254,Low,0.119
603,15,1.308,0.65,62.62,2.778,0.977,0.722,Low,0.188
604,17,1.049,1.87,80.85,-0.711,0.393,0.308,Low,0.158
605,14,-0.874,1.5,79.3,3.019,0.178,0.417,Medium,0.291
606,20,-0.203,2.17,87.25,0.868,0.773,0.203,Low,0.117
607,9,-0.276,5.24,78.12,-0.032,0.549,0.347,Low,0.207
608,7,0.391,5.06,69.61,-1.776,1.0,0.149,Low,0.144
609,5,0.549,1.5,80.07,-0.177,0.679,0.053,Low,0.111
610,18,-0.671,0.04,69.17,-0.408,0.277,0.246,Medium,0.271
611,15,0.054,1.39,60.75,-2.517,-0.387,0.184,Low,0.366
612,12,-1.616,2.33,87.27,-0.435,-0.09,0.234,High,0.385
613,13,1.154,2.04,85.79,-1.608,-0.518,0.22,Medium,0.327
614,7,-0.41,2.63,84.67,1.172,0.092,0.112,Low,0.211
615,22,0.045,0.42,93.03,2.613,0.663,0.139,Low,0.069
616,13,-0.248,2.6,73.35,-2.454,0.198,0.128,Low,0.221
617,12,0.917,0.5,65.69,3.425,0.711,0.231,Low,0.165
618,15,-2.27,3.47,79.3,-0.257,0.369,0.01,High,0.415
619,14,-0.013,1.04,76.52,-1.95,-0.002,0.162,Low,0.197
620,13,-0.085,3.09,71.58,1.516,0.244,0.308,Low,0.221
621,9,-0.363,0.12,79.2,-0.893,0.436,0.388,Low,0.197
622,14,1.381,1.31,73.88,-0.163,0.27,0.203,Low,0.182
623,20,-0.71,3.05,61.64,-0.809,0.275,0.258,Medium,0.32
624,17,0.617,0.64,75.59,-1.633,-0.185,0.328,Low,0.263
625,18,0.285,3.97,68.64,1.448,-0.016,0.422,Low,0.263
626,10,1.009,2.49,82.32,-0.573,1.0,0.056,Low,0.079
627,8,-0.534,2.21,73.44,-2.873,0.814,0.189,Low,0.197
628,11,-0.586,1.09,91.12,1.102,-0.537,0.311,Medium,0.384
629,12,0.877,1.65,96.04,-2.411,-0.983,0.227,Medium,0.428
630,16,0.34,2.27,86.79,-2.307,0.238,0.107,Low,0.14
631,5,-1.236,1.6,64.49,2.385,0.647,0.249,Medium,0.326
632,18,-0.431,3.0,95.05,-2.393,-0.06,0.387,Medium,0.228
633,11,0.309,1.42,95.76,-4.633,0.711,0.743,Low,0.108
634,10,0.67,0.56,80.19,1.246,0.23,0.473,Low,0.181
635,8,-0.543,0.6,93.23,-0.608,0.118,0.322,Medium,0.199
636,5,-2.331,0.01,74.48,-0.435,0.578,0.256,High,0.417
637,15,0.419,0.9,61.34,-0.629,-0.066,0.454,Low,0.287
638,12,-0.976,3.45,72.4,0.463,0.057,0.253,Medium,0.337
639,7,-1.614,3.95,97.29,-1.505,0.535,0.405,Medium,0.295
640,7,-2.266,0.57,65.09,2.952,0.184,0.146,High,0.474
641,11,0.651,7.99,80.0,-2.952,1.0,0.125,Low,0.124
642,19,0.103,1.74,80.34,0.89,0.547,0.245,Low,0.139
643,11,-0.181,6.22,74.87,1.284,0.514,0.084,Low,0.195
644,6,1.111,3.07,75.56,-1.519,0.175,0.199,Low,0.195
645,11,0.51,3.2,80.72,-2.047,0.637,0.276,Low,0.14
646,11,1.293,0.22,74.38,2.034,0.039,0.295,Low,0.203
647,1,-1.114,0.62,65.78,-1.982,0.341,0.272,Medium,0.333
648,12,-0.028,0.02,82.15,-1.213,-0.258,0.023,Low,0.239
649,11,-1.293,3.15,90.73,1.775,0.72,0.252,Medium,0.246
650,15,-0.184,1.06,88.7,0.069,0.345,0.588,Low,0.174
651,19,-0.199,3.86,71.9,-3.594,1.0,0.358,Low,0.168
652,17,0.501,1.03,67.49,3.494,1.0,0.093,Low,0.123
653,11,0.036,4.28,77.16,-1.06,0.582,0.659,Low,0.193
654,8,0.499,0.35,95.68,-0.806,0.234,0.22,Low,0.108
655,22,0.563,0.48,86.46,0.512,-0.273,0.385,Low,0.256
656,12,1.724,1.04,87.04,1.25,0.652,0.278,Low,0.105
657,12,-0.252,1.31,88.9,3.922,0.305,0.26,Low,0.161
658,12,-0.753,1.07,84.21,-3.32,0.469,0.118,Low,0.207
659,13,0.197,3.61,81.21,1.652,1.0,0.096,Low,0.092
660,11,-0.642,0.25,86.62,1.486,-0.212,0.137,Medium,0.291
661,10,1.186,1.08,74.54,-0.274,-0.262,0.143,Low,0.278
662,10,-0.227,4.54,65.86,1.575,0.082,0.201,Low,0.272
663,12,-0.452,0.17,87.23,1.869,0.611,0.214,Low,0.151
664,10,-0.377,7.13,92.38,-2.764,0.477,0.535,Medium,0.202
665,9,0.575,10.0,68.82,3.5,-0.248,0.516,Medium,0.373
666,12,-0.126,0.23,88.22,-3.118,0.578,0.312,Low,0.121
667,11,-0.513,0.86,96.81,-2.271,-0.401,0.597,Medium,0.337
668,18,1.332,1.16,79.98,-0.524,-0.219,0.604,Medium,0.282
669,1,-0.685,3.74,71.82,3.85,0.142,0.213,Medium,0.296
670,16,0.028,2.27,81.23,-0.617,-0.077,0.14,Low,0.207
671,17,0.522,2.58,74.49,-0.064,0.645,0.39,Low,0.166
672,4,-1.305,3.54,73.83,2.864,0.343,0.215,Medium,0.34
673,11,0.384,0.31,84.33,-0.601,1.0,0.474,Low,0.091
674,11,-0.844,4.48,63.96,-2.357,0.076,0.306,Medium,0.358
675,6,0.658,3.06,65.56,-0.834,0.139,0.367,Low,0.246
676,9,-0.77,2.15,80.19,2.742,0.805,0.523,Low,0.228
677,8,0.554,5.51,79.78,0.142,0.155,0.291,Low,0.204
678,19,0.885,3.01,83.44,3.861,0.947,0.189,Low,0.093
679,16,0.689,0.56,98.75,1.476,0.47,0.293,Low,0.081
680,17,0.201,1.4,81.05,-1.29,-0.976,0.104,Medium,0.466
681,15,-0.185,1.7,85.98,0.102,0.789,0.305,Low,0.123
682,7,-0.461,0.14,70.24,-1.706,0.656,0.342,Low,0.214
683,10,1.177,7.73,87.68,-1.337,0.676,0.194,Low,0.133
684,14,-0.56,0.34,74.74,8.958,-0.755,0.374,Medium,0.501
685,7,-0.83,2.99,80.71,2.037,-0.131,0.176,Medium,0.328
686,15,0.532,1.76,78.91,1.722,-0.094,0.436,Low,0.24
687,11,-0.637,0.06,90.33,-1.246,-0.221,0.477,Medium,0.306
688,11,-0.76,6.47,66.9,3.139,1.0,0.653,Medium,0.288
689,15,-1.155,4.77,57.17,2.199,0.194,0.283,Medium,0.406
690,14,-0.386,1.86,77.87,3.763,0.182,0.218,Low,0.226
691,11,-0.066,0.65,84.69,3.666,0.476,0.609,Low,0.161
692,17,0.194,0.32,81.52,-2.958,0.485,0.272,Low,0.135
693,8,0.761,1.13,92.32,-2.22,-1.0,0.248,Medium,0.445
694,14,0.422,0.74,84.37,-2.008,-0.123,0.19,Low,0.205
695,14,-0.153,1.77,74.36,-1.888,-0.506,0.621,Medium,0.409
696,11,-0.159,8.48,56.75,0.647,0.4,0.457,Medium,0.307
697,13,0.408,2.14,77.63,-1.134,0.056,0.45,Low,0.214
698,7,1.018,5.52,90.28,4.145,0.208,0.696,Low,0.195
699,16,0.101,2.63,76.08,3.809,-0.839,0.266,Medium,0.462
700,11,-0.375,1.61,80.28,-0.013,0.045,0.602,Medium,0.258
701,10,-0.794,4.82,84.21,3.911,0.758,0.489,Medium,0.234
702,16,-1.156,1.59,69.85,2.976,0.905,0.238,Medium,0.273
703,9,0.533,5.07,86.23,-0.901,0.559,0.325,Low,0.144
704,6,0.462,0.86,96.37,-4.018,-0.468,0.654,Medium,0.303
705,6,0.462,0.34,78.27,-0.436,0.83,0.185,Low,0.106
706,14,-0.103,4.83,68.71,-1.289,0.562,0.466,Low,0.224
707,7,1.126,2.21,79.33,0.413,0.141,0.105,Low,0.174
708,19,-0.387,5.5,57.76,0.178,-0.813,0.617,Medium,0.605
709,4,0.764,6.94,83.37,0.126,0.677,0.192,Low,0.142
710,19,-0.031,0.14,84.52,1.047,-0.096,0.248,Low,0.201
711,13,-0.487,1.74,96.76,-2.425,0.373,0.244,Low,0.157
712,12,0.474,1.17,78.06,0.823,0.234,0.13,Low,0.165
713,10,0.328,2.46,84.08,-0.879,0.969,0.326,Low,0.096
714,14,0.286,3.94,71.39,0.4,0.137,0.357,Low,0.23
715,12,0.065,0.82,76.44,1.915,0.192,0.087,Low,0.169
716,16,-0.03,2.03,64.75,-2.449,0.989,0.301,Low,0.159
717,12,1.911,3.08,78.05,-0.563,-0.129,0.215,Low,0.243
718,13,0.947,0.36,76.95,-0.237,0.607,0.303,Low,0.141
719,11,0.578,4.21,82.99,-1.029,0.101,0.578,Low,0.213
720,12,0.089,2.33,73.76,1.8,-0.301,0.378,Medium,0.317
721,13,0.806,7.47,80.83,-1.441,0.201,0.16,Low,0.198
722,5,0.414,1.04,76.67,-1.111,0.546,0.194,Low,0.144
723,7,0.021,0.29,76.69,-1.42,0.877,0.537,Low,0.134
724,15,-0.243,1.77,80.8,2.184,0.937,0.248,Low,0.129
725,13,-0.065,0.22,80.41,-0.985,0.053,0.1,Low,0.174
726,11,-2.536,8.73,87.61,0.92,-0.294,0.067,High,0.575
727,12,0.168,0.1,78.79,3.951,0.041,0.417,Low,0.197
728,13,-0.391,3.5,76.5,-0.15,-0.391,0.509,Medium,0.397
729,10,1.274,1.86,78.19,2.224,0.091,0.073,Low,0.178
730,9,0.015,1.15,72.85,3.343,0.029,0.35,Low,0.219
731,13,-0.951,0.17,76.4,2.054,0.564,0.329,Medium,0.258
732,8,-0.04,2.43,100.0,-0.034,-0.903,0.305,Medium,0.406
733,14,-0.837,2.2,70.87,1.284,-0.167,0.483,Medium,0.391
734,5,0.379,0.82,77.21,-2.575,-0.163,0.066,Low,0.232
735,16,0.233,6.03,76.13,-1.56,0.794,0.155,Low,0.148
736,14,0.766,0.91,77.53,-1.209,-0.357,0.107,Low,0.292
737,13,-0.633,1.49,76.69,4.481,0.313,0.319,Medium,0.252
738,16,0.027,1.96,82.79,-1.625,0.136,0.208,Low,0.169
739,19,-1.092,0.26,62.9,-1.655,0.722,0.369,Medium,0.309
740,16,0.561,6.73,90.37,-2.088,0.498,0.003,Low,0.12
741,5,0.415,1.17,86.33,1.12,0.261,0.09,Low,0.131
742,7,0.397,0.21,67.57,0.285,-0.077,0.517,Low,0.27
743,10,0.001,1.22,57.31,2.174,-0.726,0.319,Medium,0.488
744,12,0.332,2.29,70.23,1.343,0.324,0.15,Low,0.191
745,14,1.283,1.8,77.57,-2.761,0.465,0.18,Low,0.152
746,9,-0.228,2.96,100.0,-1.615,-0.587,0.626,Medium,0.362
747,13,0.111,0.14,85.43,2.731,-0.417,0.267,Low,0.291
748,9,-0.869,0.84,61.92,-0.407,0.326,0.236,Medium,0.318
749,10,-0.695,4.28,73.1,2.375,0.37,0.49,Medium,0.295
750,6,0.078,0.21,79.47,-0.299,-0.295,0.13,Low,0.265
751,8,0.883,4.84,82.54,-1.935,-0.087,0.268,Low,0.23
752,7,-0.205,0.24,66.85,-0.607,-0.718,0.267,Medium,0.467
753,8,-0.189,4.5,78.65,-1.936,0.889,0.343,Low,0.157
754,16,-0.326,1.12,72.82,-1.131,-0.45,0.653,Medium,0.416
755,8,-0.428,2.37,68.96,0.402,0.471,0.042,Low,0.223
756,23,0.236,0.41,82.6,1.023,0.183,0.307,Low,0.164
757,14,-1.198,0.17,87.74,-3.18,0.845,0.162,Low,0.209
758,13,1.025,0.61,88.41,-0.035,-0.196,0.252,Low,0.217
